order_id,order_date,expected_delivery_date,delivery_date,customer_id,customer_name,customer_phone,gender,age,membership_tier,preferred_channel,province,registration_date,customer_age_days,product_id,product_name,category,brand,is_fragile,product_rating,supplier_id,supplier_name,supplier_contact,courier_id,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_id,promo_name,promo_type,promo_discount_rate,promo_start_date,promo_end_date,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,delivery_days,delay_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,return_id,return_date,return_reason,return_scenario,item_condition,return_status,refund_amount,score_id,risk_score,risk_tier,scored_at,shap_values,is_returned
LGS1ORD0000011,2025-01-01 19:00:00,2025-01-02 19:00:00,2025-01-02 19:00:00,C000552,Arthit Sawasdee,0861508983,Female,34,Silver,TV,Khon Kaen,2021-06-17,1294,PRD000023,ChefHome Kitchen Item 0023,Kitchen,ChefHome,False,3.91,SUP028,ChefHome Supplier,02-614-3492,COUR01,FastShip,Express,1.6,0.0801,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,CallCenter,COD,1,4276.42,0.05,0.05,0.1,427.64,3848.78,1,1,0,0,19,-1,0,0.0,LGS1RET0000004,2025-01-07 19:00:00,Late Delivery,Standard Return,Wrong Size,Completed,3359.13,LGS1SCR0000011,0.4553,Low,2025-01-01 19:00:00,"{'product': -0.29, 'history': 0.0, 'discount': 0.1}",1
LGS1ORD0000012,2025-01-01 21:00:00,2025-01-04 21:00:00,2025-01-04 21:00:00,C001021,Suda Boonmee,0827265909,Female,29,Gold,Lazada,Phuket,2024-04-24,252,PRD000154,ChefHome Kitchen Item 0154,Kitchen,ChefHome,False,3.68,SUP011,ChefHome Supplier,02-675-8353,COUR02,SafeLogistics,Standard,3.0,0.1004,Nationwide,PROMO_020,Clearance 20%,Clearance,0.2,2025-01-01,2026-12-31,Web,COD,2,3466.63,0.08,0.2,0.28,1941.32,4991.95,3,3,0,0,21,-1,0,0.0,LGS1RET0000005,2025-01-05 21:00:00,Not as Expected,Standard Return,Damaged Packaging,Completed,4523.79,LGS1SCR0000012,0.6554,High,2025-01-01 21:00:00,"{'product': -0.52, 'history': 0.0, 'discount': 0.28}",1
LGS1ORD0000013,2025-01-01 23:00:00,2025-01-04 23:00:00,2025-01-05 23:00:00,C000374,Suda Srisuk,0897215102,Male,39,Gold,TV,Chiang Mai,2021-05-27,1315,PRD000264,ShieldCase Electronics Item 0264,Electronics,ShieldCase,False,3.61,SUP048,ShieldCase Supplier,02-570-7246,COUR02,SafeLogistics,Standard,3.0,0.1047,Nationwide,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,CallCenter,COD,4,8543.81,0.08,0.25,0.33,11277.82,22897.4,3,4,1,0,23,-1,0,0.0,LGS1RET0000006,2025-01-11 23:00:00,Changed Mind,Standard Return,Defective,Completed,21016.62,LGS1SCR0000013,0.6421,High,2025-01-01 23:00:00,"{'product': -0.59, 'history': 0.0, 'discount': 0.33}",1
LGS1ORD0000014,2025-01-02 01:00:00,2025-01-05 01:00:00,2025-01-07 01:00:00,C000464,Pim Srisuk,0819044222,Female,28,Platinum,Lazada,Chonburi,2021-05-13,1330,PRD000112,ShieldCase Electronics Item 0112,Electronics,ShieldCase,False,3.69,SUP045,ShieldCase Supplier,02-535-6144,COUR02,SafeLogistics,Standard,3.0,0.0957,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,TV_Show,Credit_Card,1,6816.33,0.1,0.0,0.1,681.63,6134.7,3,5,2,0,1,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000014,0.3762,Low,2025-01-02 01:00:00,"{'product': -0.51, 'history': 0.0, 'discount': 0.1}",0
LGS1ORD0000015,2025-01-02 03:00:00,2025-01-05 03:00:00,2025-01-05 03:00:00,C000243,Narin Rattanakul,0885563099,Female,35,Bronze,Lazada,Bangkok,2022-02-20,1047,PRD000101,SilkTouch Fashion Item 0101,Fashion,SilkTouch,True,3.72,SUP039,SilkTouch Supplier,02-819-8309,COUR02,SafeLogistics,Standard,3.0,0.0953,Nationwide,PROMO_020,Clearance 20%,Clearance,0.2,2025-01-01,2026-12-31,Web,Bank_Transfer,3,910.63,0.03,0.2,0.23,628.34,2103.57,3,3,0,0,3,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000015,0.4837,Medium,2025-01-02 03:00:00,"{'product': -0.48, 'history': 0.0, 'discount': 0.23}",0
LGS1ORD0000016,2025-01-02 05:00:00,2025-01-05 05:00:00,2025-01-06 05:00:00,C000684,Suda Jantana,0875054117,Female,48,Platinum,Lazada,Chonburi,2021-11-25,1134,PRD000331,MediCare Health Item 0331,Health,MediCare,False,4.35,SUP008,MediCare Supplier,02-489-7095,COUR02,SafeLogistics,Standard,3.0,0.0623,Nationwide,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Shopee,COD,1,4018.53,0.1,0.1,0.2,803.71,3214.83,3,4,1,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000016,0.3587,Low,2025-01-02 05:00:00,"{'product': 0.15, 'history': 0.0, 'discount': 0.2}",0
LGS1ORD0000017,2025-01-02 06:00:00,2025-01-05 06:00:00,2025-01-06 06:00:00,C000939,Kanda Sawasdee,0815928754,Male,42,Gold,Web,Khon Kaen,2023-05-26,587,PRD000067,FreshLook Cosmetics Item 0067,Cosmetics,FreshLook,False,4.13,SUP048,FreshLook Supplier,02-709-6048,COUR02,SafeLogistics,Standard,3.0,0.0824,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,Web,Bank_Transfer,1,818.45,0.08,0.05,0.13,106.4,712.06,3,4,1,0,6,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000017,0.2899,Low,2025-01-02 06:00:00,"{'product': -0.07, 'history': 0.0, 'discount': 0.13}",0
LGS1ORD0000018,2025-01-02 08:00:00,2025-01-05 08:00:00,2025-01-05 08:00:00,C001056,Pim Rattanakul,0899614853,Female,42,Silver,TV,Bangkok,2022-11-02,792,PRD000204,NovaTech Electronics Item 0204,Electronics,NovaTech,False,4.12,SUP053,NovaTech Supplier,02-769-8858,COUR02,SafeLogistics,Standard,3.0,0.0781,Nationwide,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Web,Bank_Transfer,2,10745.48,0.05,0.1,0.15000000000000002,3223.64,18267.32,3,3,0,0,8,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000018,0.3426,Low,2025-01-02 08:00:00,"{'product': -0.08, 'history': 0.0, 'discount': 0.15}",0
LGS1ORD0000019,2025-01-02 10:00:00,2025-01-06 10:00:00,2025-01-06 10:00:00,C000860,Anong Srisuk,0897299484,Female,45,Silver,Lazada,Bangkok,2024-12-14,19,PRD000194,WellPlus Health Item 0194,Health,WellPlus,False,4.29,SUP010,WellPlus Supplier,02-169-4954,COUR04,RegionalPost,Regional,4.2,0.0551,Regional,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,TV_Show,COD,1,2544.55,0.05,0.15,0.2,508.91,2035.64,4,4,0,0,10,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000019,0.4232,Low,2025-01-02 10:00:00,"{'product': 0.09, 'history': 0.0, 'discount': 0.2}",0
LGS1ORD0000020,2025-01-02 12:00:00,2025-01-05 12:00:00,2025-01-05 12:00:00,C000178,Narin Srisuk,0844289568,Female,42,Gold,TV,Chonburi,2022-04-23,985,PRD000120,NovaTech Electronics Item 0120,Electronics,NovaTech,True,3.64,SUP030,NovaTech Supplier,02-334-9228,COUR02,SafeLogistics,Standard,3.0,0.119,Nationwide,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,TV_Show,Credit_Card,1,1481.93,0.08,0.25,0.33,489.04,992.9,3,3,0,0,12,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000020,0.5382,Medium,2025-01-02 12:00:00,"{'product': -0.56, 'history': 0.0, 'discount': 0.33}",0
LGS1ORD0000021,2025-01-02 14:00:00,2025-01-03 14:00:00,2025-01-04 14:00:00,C000970,Malee Boonmee,0863111503,Male,28,Gold,Lazada,Chiang Mai,2022-10-25,800,PRD000228,CookEasy Kitchen Item 0228,Kitchen,CookEasy,True,4.25,SUP039,CookEasy Supplier,02-338-3006,COUR01,FastShip,Express,1.6,0.0681,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Shopee,Bank_Transfer,2,1997.75,0.08,0.0,0.08,319.64,3675.85,1,2,1,0,14,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000021,0.316,Low,2025-01-02 14:00:00,"{'product': 0.05, 'history': 0.0, 'discount': 0.08}",0
LGS1ORD0000022,2025-01-02 16:00:00,2025-01-06 16:00:00,2025-01-07 16:00:00,C000516,Anong Rattanakul,0871275608,Male,50,Bronze,Lazada,Chonburi,2024-11-11,52,PRD000311,CleanMate Home_Appliance Item 0311,Home_Appliance,CleanMate,False,3.89,SUP025,CleanMate Supplier,02-932-8732,COUR04,RegionalPost,Regional,4.2,0.0917,Regional,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Lazada,COD,1,10621.63,0.03,0.1,0.13,1380.81,9240.82,4,5,1,0,16,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000022,0.4537,Low,2025-01-02 16:00:00,"{'product': -0.31, 'history': 0.0, 'discount': 0.13}",0
LGS1ORD0000023,2025-01-02 18:00:00,2025-01-05 18:00:00,2025-01-06 18:00:00,C000839,Pim Srisuk,0815590735,Male,21,Bronze,Web,Khon Kaen,2024-03-14,294,PRD000304,GadgetWorld Electronics Item 0304,Electronics,GadgetWorld,True,3.92,SUP023,GadgetWorld Supplier,02-269-2710,COUR02,SafeLogistics,Standard,3.0,0.0828,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,TV_Show,Credit_Card,2,6554.12,0.03,0.0,0.03,393.25,12715.0,3,4,1,0,18,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000023,0.4025,Low,2025-01-02 18:00:00,"{'product': -0.28, 'history': 0.0, 'discount': 0.03}",0
LGS1ORD0000024,2025-01-02 20:00:00,2025-01-06 20:00:00,2025-01-06 20:00:00,C001075,Somchai Sawasdee,0871398828,Male,33,Silver,Shopee,Nakhon Ratchasima,2023-06-27,555,PRD000081,FreshLook Cosmetics Item 0081,Cosmetics,FreshLook,True,3.82,SUP021,FreshLook Supplier,02-823-4504,COUR04,RegionalPost,Regional,4.2,0.0879,Regional,PROMO_020,Clearance 20%,Clearance,0.2,2025-01-01,2026-12-31,Shopee,COD,1,1612.53,0.05,0.2,0.25,403.13,1209.4,4,4,0,0,20,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000024,0.5468,Medium,2025-01-02 20:00:00,"{'product': -0.38, 'history': 0.0, 'discount': 0.25}",0
LGS1ORD0000025,2025-01-02 22:00:00,2025-01-06 22:00:00,2025-01-07 22:00:00,C001097,Malee Prasert,0852149616,Female,47,Silver,TV,Chiang Mai,2022-01-22,1076,PRD000289,Beauty Lab Cosmetics Item 0289,Cosmetics,Beauty Lab,False,3.82,SUP031,Beauty Lab Supplier,02-856-5749,COUR04,RegionalPost,Regional,4.2,0.0819,Regional,PROMO_020,Clearance 20%,Clearance,0.2,2025-01-01,2026-12-31,CallCenter,PromptPay,1,1783.57,0.05,0.2,0.25,445.89,1337.68,4,5,1,0,22,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000025,0.3806,Low,2025-01-02 22:00:00,"{'product': -0.38, 'history': 0.0, 'discount': 0.25}",0
LGS1ORD0000026,2025-01-03 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00,C000447,Arthit Srisuk,0818819010,Female,54,Platinum,TV,Bangkok,2022-08-30,857,PRD000032,SunSafe Cosmetics Item 0032,Cosmetics,SunSafe,False,4.09,SUP052,SunSafe Supplier,02-321-9066,COUR02,SafeLogistics,Standard,3.0,0.0721,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,TV_Show,PromptPay,1,2158.27,0.1,0.15,0.25,539.57,1618.7,3,4,1,0,0,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000026,0.4157,Low,2025-01-03 00:00:00,"{'product': -0.11, 'history': 0.0, 'discount': 0.25}",0
LGS1ORD0000027,2025-01-03 01:00:00,2025-01-08 01:00:00,2025-01-09 01:00:00,C000243,Narin Rattanakul,0885563099,Female,35,Bronze,Lazada,Bangkok,2022-02-20,1048,PRD000287,SilkTouch Fashion Item 0287,Fashion,SilkTouch,False,3.77,SUP037,SilkTouch Supplier,02-244-5567,COUR03,EcoDelivery,Eco,5.0,0.1068,Bangkok Only,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,Web,COD,4,1011.7,0.03,0.25,0.28,1133.11,2913.7,5,6,1,0,1,0,1,0.0,LGS1RET0000007,2025-01-10 01:00:00,Changed Mind,Standard Return,Opened Box,Completed,2544.36,LGS1SCR0000027,0.6424,High,2025-01-03 01:00:00,"{'product': -0.43, 'history': 0.0, 'discount': 0.28}",1
LGS1ORD0000028,2025-01-03 03:00:00,2025-01-06 03:00:00,2025-01-07 03:00:00,C000494,Arthit Srisuk,0859605563,Female,65,Bronze,Lazada,Bangkok,2023-12-02,398,PRD000174,KitchenMax Kitchen Item 0174,Kitchen,KitchenMax,True,3.76,SUP029,KitchenMax Supplier,02-273-2597,COUR02,SafeLogistics,Standard,3.0,0.0946,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,Web,COD,1,3202.27,0.03,0.15,0.18,576.41,2625.86,3,4,1,0,3,-1,0,0.0,LGS1RET0000008,2025-01-09 03:00:00,Size Issue,Standard Return,Opened Box,Completed,1970.87,LGS1SCR0000028,0.5976,Medium,2025-01-03 03:00:00,"{'product': -0.44, 'history': 0.0, 'discount': 0.18}",1
LGS1ORD0000029,2025-01-03 05:00:00,2025-01-07 05:00:00,2025-01-08 05:00:00,C000743,Suda Jantana,0874651692,Male,48,Bronze,Lazada,Khon Kaen,2023-01-15,719,PRD000067,FreshLook Cosmetics Item 0067,Cosmetics,FreshLook,False,4.13,SUP048,FreshLook Supplier,02-709-6048,COUR04,RegionalPost,Regional,4.2,0.0824,Regional,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,CallCenter,Bank_Transfer,4,877.68,0.03,0.0,0.03,105.32,3405.4,4,5,1,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000029,0.439,Low,2025-01-03 05:00:00,"{'product': -0.07, 'history': 0.0, 'discount': 0.03}",0
LGS1ORD0000030,2025-01-03 07:00:00,2025-01-06 07:00:00,2025-01-06 07:00:00,C000660,Wichai Rattanakul,0876997649,Female,24,Platinum,Shopee,Bangkok,2023-02-03,700,PRD000110,ChefHome Kitchen Item 0110,Kitchen,ChefHome,True,4.23,SUP059,ChefHome Supplier,02-388-5038,COUR02,SafeLogistics,Standard,3.0,0.0598,Nationwide,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,TV_Show,COD,2,2009.51,0.1,0.25,0.35,1406.66,2612.37,3,3,0,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000030,0.4729,Medium,2025-01-03 07:00:00,"{'product': 0.03, 'history': 0.0, 'discount': 0.35}",0
LGS1ORD0000031,2025-01-03 09:00:00,2025-01-08 09:00:00,2025-01-08 09:00:00,C000630,Arthit Sawasdee,0876449683,Male,62,Gold,CallCenter,Chonburi,2024-01-05,364,PRD000310,UrbanWear Fashion Item 0310,Fashion,UrbanWear,True,3.78,SUP025,UrbanWear Supplier,02-593-7104,COUR03,EcoDelivery,Eco,5.0,0.1019,Bangkok Only,PROMO_020,Clearance 20%,Clearance,0.2,2025-01-01,2026-12-31,CallCenter,COD,1,1647.72,0.08,0.2,0.28,461.36,1186.36,5,5,0,0,9,-1,0,0.0,LGS1RET0000009,2025-01-11 09:00:00,Late Delivery,Standard Return,Defective,Completed,1107.29,LGS1SCR0000031,0.6684,High,2025-01-03 09:00:00,"{'product': -0.42, 'history': 0.0, 'discount': 0.28}",1
LGS1ORD0000032,2025-01-03 11:00:00,2025-01-04 11:00:00,2025-01-04 11:00:00,C000479,Suda Chaiyo,0839139415,Male,55,Silver,Web,Bangkok,2021-03-01,1404,PRD000145,MediCare Health Item 0145,Health,MediCare,False,4.55,SUP036,MediCare Supplier,02-454-9151,COUR01,FastShip,Express,1.6,0.0315,Nationwide,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Lazada,COD,3,815.41,0.05,0.1,0.15000000000000002,366.93,2079.29,1,1,0,0,11,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000032,0.3128,Low,2025-01-03 11:00:00,"{'product': 0.35, 'history': 0.0, 'discount': 0.15}",0
LGS1ORD0000033,2025-01-03 13:00:00,2025-01-08 13:00:00,2025-01-09 13:00:00,C000099,Narin Rattanakul,0825696687,Female,37,Silver,TV,Chonburi,2024-05-11,237,PRD000215,PureAir Home_Appliance Item 0215,Home_Appliance,PureAir,True,3.62,SUP011,PureAir Supplier,02-276-2456,COUR03,EcoDelivery,Eco,5.0,0.1153,Bangkok Only,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,CallCenter,Credit_Card,1,10389.25,0.05,0.1,0.15000000000000002,1558.39,8830.86,5,6,1,0,13,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS1SCR0000033,0.4676,Medium,2025-01-03 13:00:00,"{'product': -0.58, 'history': 0.0, 'discount': 0.15}",0
