order_id,order_date,expected_delivery_date,delivery_date,customer_id,customer_name,customer_phone,gender,age,membership_tier,preferred_channel,province,registration_date,customer_age_days,product_id,product_name,category,brand,is_fragile,product_rating,supplier_id,supplier_name,supplier_contact,courier_id,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_id,promo_name,promo_type,promo_discount_rate,promo_start_date,promo_end_date,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,delivery_days,delay_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,return_id,return_date,return_reason,return_scenario,item_condition,return_status,refund_amount,score_id,risk_score,risk_tier,scored_at,shap_values,is_returned
LGS4ORD0055011,2026-02-01 02:00:00,2026-02-04 02:00:00,2026-02-05 02:00:00,C016131,Suda Prasert,0814434326,Male,37,Bronze,Web,Bangkok,2023-03-12,1057,PRD010424,VitaLife Health Item 10424,Health,VitaLife,False,4.04,SUP049,VitaLife Supplier,02-947-7969,COUR02,SafeLogistics,Standard,3.0,0.0738,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Web,PromptPay,3,339.67,0.03,0.0,0.03,30.57,988.44,3,4,1,0,2,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055011,0.2997,Low,2026-02-01 02:00:00,"{'product': -0.16, 'history': 0.0, 'discount': 0.03}",0
LGS4ORD0055012,2026-02-01 03:00:00,2026-02-04 03:00:00,2026-02-04 03:00:00,C015279,Kanda Srisuk,0842030728,Female,53,Platinum,Web,Chiang Mai,2024-12-17,411,PRD011190,UrbanWear Fashion Item 11190,Fashion,UrbanWear,True,3.59,SUP026,UrbanWear Supplier,02-161-8455,COUR02,SafeLogistics,Standard,3.0,0.1057,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Web,PromptPay,2,1279.45,0.1,0.0,0.1,255.89,2303.01,3,3,0,0,3,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055012,0.4422,Low,2026-02-01 03:00:00,"{'product': -0.61, 'history': 0.0, 'discount': 0.1}",0
LGS4ORD0055013,2026-02-01 03:00:00,2026-02-04 03:00:00,2026-02-06 03:00:00,C014495,Arthit Rattanakul,0833228168,Male,40,Bronze,TV,Bangkok,2022-07-24,1288,PRD010887,CookEasy Kitchen Item 10887,Kitchen,CookEasy,False,4.12,SUP023,CookEasy Supplier,02-443-1546,COUR02,SafeLogistics,Standard,3.0,0.0698,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,Web,Credit_Card,2,4734.29,0.03,0.15,0.18,1704.34,7764.24,3,5,2,0,3,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055013,0.4385,Low,2026-02-01 03:00:00,"{'product': -0.08, 'history': 0.0, 'discount': 0.18}",0
LGS4ORD0055014,2026-02-01 03:00:00,2026-02-04 03:00:00,2026-02-05 03:00:00,C015042,Malee Jantana,0841667804,Female,38,Silver,Web,Bangkok,2021-09-02,1613,PRD010011,GadgetWorld Electronics Item 10011,Electronics,GadgetWorld,False,3.51,SUP054,GadgetWorld Supplier,02-520-3935,COUR02,SafeLogistics,Standard,3.0,0.1206,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,TV_Show,PromptPay,3,10802.7,0.05,0.0,0.05,1620.41,30787.7,3,4,1,0,3,-1,0,0.0,LGS4RET0000002,2026-02-15 03:00:00,Not as Expected,Standard Return,Defective,Completed,25656.26,LGS4SCR0055014,0.4969,Medium,2026-02-01 03:00:00,"{'product': -0.69, 'history': 0.0, 'discount': 0.05}",1
LGS4ORD0055015,2026-02-01 03:00:00,2026-02-02 03:00:00,2026-02-03 03:00:00,C011477,Pim Sawasdee,0818876392,Other,47,Bronze,Lazada,Remote_Area,2021-03-11,1788,PRD011185,FitStyle Fashion Item 11185,Fashion,FitStyle,False,3.73,SUP052,FitStyle Supplier,02-922-5946,COUR01,FastShip,Express,1.6,0.0994,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,CallCenter,PromptPay,1,831.06,0.03,0.05,0.08,66.49,764.58,1,2,1,0,3,-1,0,0.0,LGS4RET0000003,2026-02-13 03:00:00,Damaged Packaging,Standard Return,Opened Box,Completed,594.6,LGS4SCR0055015,0.5706,Medium,2026-02-01 03:00:00,"{'product': -0.47, 'history': 0.0, 'discount': 0.08}",1
LGS4ORD0055016,2026-02-01 03:00:00,2026-02-04 03:00:00,2026-02-05 03:00:00,C016502,Arthit Boonmee,0838013887,Male,61,Gold,Lazada,Chonburi,2024-12-18,410,PRD011077,GadgetWorld Electronics Item 11077,Electronics,GadgetWorld,True,4.16,SUP030,GadgetWorld Supplier,02-776-8029,COUR02,SafeLogistics,Standard,3.0,0.0772,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Lazada,Bank_Transfer,1,7740.62,0.08,0.0,0.08,619.25,7121.37,3,4,1,0,3,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055016,0.303,Low,2026-02-01 03:00:00,"{'product': -0.04, 'history': 0.0, 'discount': 0.08}",0
LGS4ORD0055017,2026-02-01 04:00:00,2026-02-05 04:00:00,2026-02-05 04:00:00,C014130,Anong Rattanakul,0820865687,Male,38,Bronze,Shopee,Chiang Mai,2022-11-15,1174,PRD011126,PureAir Home_Appliance Item 11126,Home_Appliance,PureAir,True,3.76,SUP023,PureAir Supplier,02-730-2330,COUR04,RegionalPost,Regional,4.2,0.1015,Regional,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,CallCenter,COD,1,6432.98,0.03,0.25,0.28,1801.23,4631.75,4,4,0,0,4,-1,0,0.0,LGS4RET0000004,2026-02-11 04:00:00,Size Issue,Standard Return,Damaged Packaging,Completed,4021.19,LGS4SCR0055017,0.6386,High,2026-02-01 04:00:00,"{'product': -0.44, 'history': 0.0, 'discount': 0.28}",1
LGS4ORD0055018,2026-02-01 04:00:00,2026-02-05 04:00:00,2026-02-06 04:00:00,C014645,Malee Chaiyo,0816626456,Female,53,Gold,Shopee,Bangkok,2021-11-25,1529,PRD010966,NovaTech Electronics Item 10966,Electronics,NovaTech,False,3.79,SUP044,NovaTech Supplier,02-372-3423,COUR04,RegionalPost,Regional,4.2,0.0898,Regional,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,Lazada,COD,3,6491.18,0.08,0.05,0.13,2531.56,16941.97,4,5,1,0,4,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055018,0.4585,Low,2026-02-01 04:00:00,"{'product': -0.41, 'history': 0.0, 'discount': 0.13}",0
LGS4ORD0055019,2026-02-01 04:00:00,2026-02-02 04:00:00,2026-02-02 04:00:00,C017644,Arthit Prasert,0882633584,Female,34,Bronze,Web,Chonburi,2024-12-04,424,PRD010398,UrbanWear Fashion Item 10398,Fashion,UrbanWear,False,3.67,SUP015,UrbanWear Supplier,02-731-9826,COUR01,FastShip,Express,1.6,0.1046,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,TV_Show,COD,1,2001.5,0.03,0.15,0.18,360.27,1641.23,1,1,0,0,4,-1,0,0.0,LGS4RET0000005,2026-02-07 04:00:00,Not as Expected,Standard Return,Defective,Completed,1388.81,LGS4SCR0055019,0.6302,High,2026-02-01 04:00:00,"{'product': -0.53, 'history': 0.0, 'discount': 0.18}",1
LGS4ORD0055020,2026-02-01 04:00:00,2026-02-04 04:00:00,2026-02-06 04:00:00,C013872,Malee Thong-In,0869966058,Male,59,Gold,Lazada,Bangkok,2023-04-24,1014,PRD010266,NovaTech Electronics Item 10266,Electronics,NovaTech,False,3.98,SUP002,NovaTech Supplier,02-955-7781,COUR02,SafeLogistics,Standard,3.0,0.0901,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,Lazada,COD,2,2566.63,0.08,0.15,0.22999999999999998,1180.65,3952.61,3,5,2,0,4,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055020,0.5588,Medium,2026-02-01 04:00:00,"{'product': -0.22, 'history': 0.0, 'discount': 0.23}",0
LGS4ORD0055021,2026-02-01 05:00:00,2026-02-04 05:00:00,2026-02-04 05:00:00,C012452,Suda Thong-In,0899225587,Female,38,Bronze,TV,Bangkok,2021-09-05,1610,PRD010167,SunSafe Cosmetics Item 10167,Cosmetics,SunSafe,False,4.25,SUP042,SunSafe Supplier,02-479-1395,COUR02,SafeLogistics,Standard,3.0,0.0597,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,Web,COD,1,1359.04,0.03,0.05,0.08,108.72,1250.32,3,3,0,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055021,0.3935,Low,2026-02-01 05:00:00,"{'product': 0.05, 'history': 0.0, 'discount': 0.08}",0
LGS4ORD0055022,2026-02-01 05:00:00,2026-02-06 05:00:00,2026-02-06 05:00:00,C013560,Kasem Sawasdee,0889213553,Male,55,Gold,Shopee,Chonburi,2024-02-23,709,PRD010259,KitchenMax Kitchen Item 10259,Kitchen,KitchenMax,True,4.21,SUP034,KitchenMax Supplier,02-267-2711,COUR03,EcoDelivery,Eco,5.0,0.0651,Bangkok Only,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Web,Credit_Card,2,2004.74,0.08,0.1,0.18,721.71,3287.77,5,5,0,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055022,0.3078,Low,2026-02-01 05:00:00,"{'product': 0.01, 'history': 0.0, 'discount': 0.18}",0
LGS4ORD0055023,2026-02-01 05:00:00,2026-02-04 05:00:00,2026-02-04 05:00:00,C015151,Narin Sawasdee,0889807415,Female,43,Gold,TV,Nakhon Ratchasima,2024-09-10,509,PRD010866,ChefHome Kitchen Item 10866,Kitchen,ChefHome,False,4.28,SUP049,ChefHome Supplier,02-849-8564,COUR02,SafeLogistics,Standard,3.0,0.0563,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,Web,COD,1,3366.2,0.08,0.05,0.13,437.61,2928.59,3,3,0,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055023,0.3494,Low,2026-02-01 05:00:00,"{'product': 0.08, 'history': 0.0, 'discount': 0.13}",0
LGS4ORD0055024,2026-02-01 05:00:00,2026-02-02 05:00:00,2026-02-02 05:00:00,C016372,Malee Thong-In,0846143402,Female,57,Gold,CallCenter,Bangkok,2024-02-12,720,PRD010952,KitchenMax Kitchen Item 10952,Kitchen,KitchenMax,False,4.18,SUP003,KitchenMax Supplier,02-450-3690,COUR01,FastShip,Express,1.6,0.0601,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Shopee,COD,1,2520.64,0.08,0.0,0.08,201.65,2318.99,1,1,0,0,5,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055024,0.3432,Low,2026-02-01 05:00:00,"{'product': -0.02, 'history': 0.0, 'discount': 0.08}",0
LGS4ORD0055025,2026-02-01 06:00:00,2026-02-02 06:00:00,2026-02-03 06:00:00,C014940,Malee Jantana,0899648801,Female,40,Gold,Web,Nakhon Ratchasima,2021-08-10,1636,PRD011139,KitchenMax Kitchen Item 11139,Kitchen,KitchenMax,True,3.82,SUP018,KitchenMax Supplier,02-587-8718,COUR01,FastShip,Express,1.6,0.0946,Nationwide,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,Lazada,Credit_Card,2,700.51,0.08,0.25,0.33,462.33,938.68,1,2,1,0,6,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055025,0.4546,Low,2026-02-01 06:00:00,"{'product': -0.38, 'history': 0.0, 'discount': 0.33}",0
LGS4ORD0055026,2026-02-01 06:00:00,2026-02-02 06:00:00,2026-02-03 06:00:00,C011351,Anong Thong-In,0859185931,Male,37,Bronze,TV,Phuket,2021-02-01,1826,PRD010107,Beauty Lab Cosmetics Item 10107,Cosmetics,Beauty Lab,False,3.93,SUP002,Beauty Lab Supplier,02-489-6766,COUR01,FastShip,Express,1.6,0.0775,Nationwide,PROMO_015,Campaign 15%,Campaign,0.15,2025-01-01,2026-12-31,Lazada,Credit_Card,3,488.93,0.03,0.15,0.18,264.02,1202.77,1,2,1,0,6,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055026,0.4712,Medium,2026-02-01 06:00:00,"{'product': -0.27, 'history': 0.0, 'discount': 0.18}",0
LGS4ORD0055027,2026-02-01 06:00:00,2026-02-02 06:00:00,2026-02-02 06:00:00,C015836,Pim Boonmee,0835731764,Female,48,Bronze,Shopee,Songkhla,2021-03-08,1791,PRD010425,Beauty Lab Cosmetics Item 10425,Cosmetics,Beauty Lab,False,3.98,SUP028,Beauty Lab Supplier,02-267-1045,COUR01,FastShip,Express,1.6,0.0846,Nationwide,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Shopee,COD,2,175.39,0.03,0.1,0.13,45.6,305.18,1,1,0,0,6,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055027,0.5145,Medium,2026-02-01 06:00:00,"{'product': -0.22, 'history': 0.0, 'discount': 0.13}",0
LGS4ORD0055028,2026-02-01 06:00:00,2026-02-04 06:00:00,2026-02-05 06:00:00,C015117,Kanda Thong-In,0849971088,Male,55,Bronze,Web,Chonburi,2021-06-28,1679,PRD010264,SunSafe Cosmetics Item 10264,Cosmetics,SunSafe,False,3.87,SUP013,SunSafe Supplier,02-580-7029,COUR02,SafeLogistics,Standard,3.0,0.0807,Nationwide,PROMO_005,Campaign 5%,Campaign,0.05,2025-01-01,2026-12-31,Web,Credit_Card,1,1002.8,0.03,0.05,0.08,80.22,922.58,3,4,1,0,6,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055028,0.3995,Low,2026-02-01 06:00:00,"{'product': -0.33, 'history': 0.0, 'discount': 0.08}",0
LGS4ORD0055029,2026-02-01 07:00:00,2026-02-04 07:00:00,2026-02-04 07:00:00,C012307,Arthit Rattanakul,0833604452,Male,49,Bronze,TV,Phuket,2021-06-23,1684,PRD010929,NovaTech Electronics Item 10929,Electronics,NovaTech,False,3.99,SUP021,NovaTech Supplier,02-117-3417,COUR02,SafeLogistics,Standard,3.0,0.0805,Nationwide,PROMO_025,Clearance 25%,Clearance,0.25,2025-01-01,2026-12-31,Shopee,Credit_Card,1,612.0,0.03,0.25,0.28,171.36,440.64,3,3,0,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055029,0.4799,Medium,2026-02-01 07:00:00,"{'product': -0.21, 'history': 0.0, 'discount': 0.28}",0
LGS4ORD0055030,2026-02-01 07:00:00,2026-02-05 07:00:00,2026-02-05 07:00:00,C014936,Suda Sawasdee,0878634352,Female,32,Silver,CallCenter,Nakhon Ratchasima,2021-06-25,1682,PRD010097,FreshLook Cosmetics Item 10097,Cosmetics,FreshLook,False,4.37,SUP044,FreshLook Supplier,02-288-9517,COUR04,RegionalPost,Regional,4.2,0.0466,Regional,PROMO_010,Campaign 10%,Campaign,0.1,2025-01-01,2026-12-31,Web,PromptPay,1,2009.73,0.05,0.1,0.15000000000000002,301.46,1708.27,4,4,0,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055030,0.2271,Low,2026-02-01 07:00:00,"{'product': 0.17, 'history': 0.0, 'discount': 0.15}",0
LGS4ORD0055031,2026-02-01 07:00:00,2026-02-05 07:00:00,2026-02-08 07:00:00,C015376,Malee Chaiyo,0843285138,Female,56,Silver,Shopee,Bangkok,2023-03-21,1048,PRD010213,CleanMate Home_Appliance Item 10213,Home_Appliance,CleanMate,False,3.93,SUP019,CleanMate Supplier,02-687-7070,COUR04,RegionalPost,Regional,4.2,0.0787,Regional,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Shopee,COD,2,6975.22,0.05,0.0,0.05,697.52,13252.91,4,7,3,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055031,0.5288,Medium,2026-02-01 07:00:00,"{'product': -0.27, 'history': 0.0, 'discount': 0.05}",0
LGS4ORD0055032,2026-02-01 07:00:00,2026-02-06 07:00:00,2026-02-06 07:00:00,C011453,Wichai Rattanakul,0839361763,Female,45,Silver,CallCenter,Remote_Area,2023-06-23,954,PRD010246,WellPlus Health Item 10246,Health,WellPlus,False,4.45,SUP004,WellPlus Supplier,02-942-1029,COUR03,EcoDelivery,Eco,5.0,0.0473,Bangkok Only,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,Lazada,COD,1,3676.02,0.05,0.0,0.05,183.8,3492.22,5,5,0,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055032,0.4091,Low,2026-02-01 07:00:00,"{'product': 0.25, 'history': 0.0, 'discount': 0.05}",0
LGS4ORD0055033,2026-02-01 07:00:00,2026-02-04 07:00:00,2026-02-05 07:00:00,C011343,Narin Jantana,0810195349,Male,45,Gold,CallCenter,Phuket,2021-05-07,1731,PRD010030,PureAir Home_Appliance Item 10030,Home_Appliance,PureAir,True,3.87,SUP011,PureAir Supplier,02-334-1943,COUR02,SafeLogistics,Standard,3.0,0.0776,Nationwide,PROMO_NONE,No Promotion,No Promotion,0.0,2025-01-01,2026-12-31,CallCenter,Credit_Card,3,7387.17,0.08,0.0,0.08,1772.92,20388.58,3,4,1,0,7,-1,0,0.0,NO_RETURN,Not Returned,Not Returned,Not Returned,Not Returned,Not Returned,0.0,LGS4SCR0055033,0.4616,Medium,2026-02-01 07:00:00,"{'product': -0.33, 'history': 0.0, 'discount': 0.08}",0
